Player,Rating,KFactor,NumGames
12325,2294,15,30
12328,2229,15,30
12333,2303,15,30
12336,2050,15,30
12342,2439,10,30
12344,2269,15,30
12349,2199,15,30
12356,2226,15,30
12357,2212,15,30
12358,2275,15,30
12360,2209,15,30
12368,2034,25,16
12370,2340,15,30
12374,2078,25,26
12378,2297,15,30
12385,2253,15,30
12387,2343,10,30
12388,2375,15,30
12394,2114,15,30
12399,2039,15,30
12400,2001,25,14
12402,2255,15,30
12407,2046,15,30
12412,2518,10,30
12416,2432,10,30
12417,2237,15,30
12418,2396,10,30
12421,2359,10,30
12426,2073,25,24
12430,2199,15,30
12447,2381,10,30
12453,2414,10,30
12456,2228,15,30
12463,2183,25,15
12470,2324,10,30
12474,2056,15,30
12475,2396,10,30
12483,2059,15,30
12484,2252,15,30
12488,2297,15,30
12490,2524,10,30
12492,2220,15,30
12495,2022,15,30
12511,2251,15,30
12514,2174,15,30
12517,2386,10,30
12519,2115,15,30
12528,2665,10,30
12532,2273,15,30
12534,2203,25,17
12540,2179,25,15
12541,2408,10,30
12542,2201,15,30
12545,2151,15,30
12549,2211,15,30
12554,2237,25,13
12556,2177,25,27
12558,2348,10,30
12559,2250,15,30
12565,2086,15,30
12568,2296,15,30
12572,2468,10,30
12578,2212,25,25
12581,2117,15,30
12584,2225,15,30
12591,2099,25,12
12593,2222,15,30
12598,2283,15,30
12613,2119,15,30
12626,2207,25,10
12628,2258,15,30
12632,2146,15,30
12639,2363,10,30
12644,2056,15,30
12646,2282,15,30
12647,2032,15,30
12648,2231,15,30
12649,2188,15,30
12658,2207,15,30
12659,2084,25,27
12660,2189,25,20
12665,2160,25,19
12666,2018,15,30
12668,2198,15,30
12679,2491,10,30
12685,2166,15,30
12686,2247,15,30
12688,2493,10,30
12689,2287,15,30
12694,2138,15,30
12700,2108,25,26
12702,2268,25,24
12703,2405,10,30
12711,2290,15,30
12717,2349,15,30
12718,2266,15,30
12722,2438,10,30
12723,2156,15,30
12728,2251,15,30
12729,2168,15,30
12738,2134,25,17
12739,2214,15,30
12740,2281,15,30
12742,2181,15,30
12743,2358,10,30
12745,2328,15,30
12748,2615,10,30
12754,2367,15,30
12755,2163,25,25
12758,2345,15,30
12765,2197,15,30
12767,2376,10,30
12772,2185,25,28
12775,2567,10,30
12776,2129,15,30
12788,2386,10,30
12789,2245,25,13
12795,2050,25,14
12805,2295,15,30
12809,2100,15,30
12822,2003,15,30
12824,2371,25,13
12825,2051,25,16
12827,2091,15,30
12828,2062,15,30
12831,2068,25,13
12833,2362,25,12
12835,2082,15,30
12845,2252,15,30
12847,2222,25,16
12849,2089,15,30
12850,2301,15,30
12851,2421,10,30
12854,2018,25,13
12857,2149,15,30
12859,2294,15,30
12861,2381,15,30
12862,2135,15,30
12863,2592,10,30
12864,2267,15,30
12867,2240,15,30
12870,2220,15,30
12873,2513,10,30
12875,2266,25,13
12880,2091,15,30
12882,2275,15,30
12888,2146,15,30
12891,2217,25,24
12892,2265,25,27
12893,2231,15,30
12895,2147,15,30
12910,2312,10,30
12915,2207,15,30
12923,2149,15,30
12924,2011,15,30
12928,2483,10,30
12930,2178,25,15
12931,2208,15,30
12934,2483,10,30
12938,2160,15,30
12954,2352,15,30
12964,2298,15,30
12966,2125,15,30
12967,2049,15,30
12977,2469,10,30
12978,2167,25,23
12979,2220,15,30
12983,2134,15,30
12987,2281,15,30
12989,2221,15,30
12991,2345,15,30
12996,2136,15,30
12998,2216,15,30
13002,2178,15,30
13004,2205,15,30
13009,2194,15,30
13012,2120,15,30
13013,2299,10,30
13019,2049,25,11
13023,2203,15,30
13031,2110,25,26
13034,2232,25,14
13043,2160,15,30
13044,2071,25,23
13054,2193,15,30
13056,2026,15,30
13058,2410,10,30
13079,2001,25,13
13080,2233,15,30
13084,2533,10,30
13085,2554,10,30
13086,2423,10,30
13088,2457,10,30
13089,2048,15,30
13094,2284,25,14
13095,2420,10,30
13096,2260,15,30
13098,2197,15,30
13101,2202,15,30
13106,2235,25,29
13108,2427,10,30
13109,2164,25,11
13117,2499,10,30
13123,2188,15,30
13129,2009,25,19
13132,2232,25,27
13138,2253,15,30
13140,2239,15,30
13143,2495,10,30
13149,2357,10,30
13150,2176,15,30
13152,2296,15,30
13154,2307,15,30
13155,2230,15,30
13160,2249,15,30
13161,2141,15,30
13162,2249,15,30
13165,2138,15,30
13169,2125,15,30
13176,2246,15,30
13179,2148,25,9
13180,2290,15,30
13182,2102,25,13
13184,2016,25,9
13185,2232,15,30
13186,2334,15,30
13191,2088,15,30
13192,2126,15,30
13199,2359,15,30
13201,2355,15,30
13208,2314,15,30
13212,2135,15,30
13220,2490,10,30
13225,2310,25,20
13236,2431,10,30
13244,2398,10,30
13248,2073,15,30
13250,2417,10,30
13252,2025,15,30
13253,2190,15,30
13256,2280,15,30
13261,2104,25,10
13265,2222,15,30
13271,2253,15,30
13279,2305,15,30
13287,2179,15,30
13292,2312,15,30
13295,2194,15,30
13297,2059,15,30
13298,2101,15,30
13301,2068,15,30
13317,2406,10,30
13326,2192,15,30
13327,2549,10,30
13329,2538,10,30
13331,2062,15,30
13333,2112,15,30
13337,2148,25,29
13340,2218,15,30
13343,2243,15,30
13357,2314,15,30
13361,2012,25,19
13365,2112,25,17
13366,2134,25,15
13371,2197,15,30
13386,2221,25,22
13390,2252,15,30
13400,2124,15,30
13401,2107,15,30
13403,2390,10,30
13406,2199,15,30
13409,2350,15,30
13414,2209,15,30
13416,2336,15,30
13421,2254,15,30
13432,2255,25,19
13437,2209,15,30
13440,2056,15,30
13449,2093,15,30
13450,2251,15,30
13451,2250,15,30
13454,2137,25,20
13455,2369,25,9
13456,2186,25,13
13462,2167,15,30
13463,2220,15,30
13468,2139,15,30
13470,2115,15,30
13476,2282,15,30
13477,2276,15,30
13482,2306,15,30
13484,2353,15,30
13489,2038,15,30
13493,2317,15,30
13495,2124,15,30
13500,2389,10,30
13501,2249,15,30
13509,2090,15,30
13515,2196,15,30
13516,2219,25,10
13517,2173,15,30
13518,2281,15,30
13521,2129,15,30
13531,2254,15,30
13534,2240,15,30
13536,2294,15,30
13539,2197,15,30
13548,2262,15,30
13550,2300,15,30
13555,2354,10,30
13556,2059,25,13
13569,2084,15,30
13572,2193,15,30
13576,2197,15,30
13579,2330,15,30
13582,2099,15,30
13599,2215,25,11
13610,2302,15,30
13611,2294,25,17
13615,2171,25,23
13618,2502,10,30
13619,2189,25,27
13625,2302,15,30
13627,2321,15,30
13628,2293,15,30
13630,2267,15,30
13634,2187,25,20
13640,2598,10,30
13641,2310,15,30
13642,2133,15,30
13648,2040,25,25
13654,2369,15,30
13657,2332,15,30
13659,2109,25,27
13661,2199,15,30
13663,2196,15,30
13665,2249,15,30
13666,2105,25,24
13667,2220,15,30
13668,2099,15,30
13673,2127,25,23
13689,2085,15,30
13690,2212,15,30
13691,2314,15,30
13695,2223,15,30
13696,2181,15,30
13703,2292,15,30
13705,2424,10,30
13706,2119,15,30
13708,2340,15,30
13711,2171,25,21
13726,2138,25,21
13731,2258,25,14
13736,2241,15,30
13737,2494,10,30
13739,2258,15,30
13741,2467,10,30
13743,2245,15,30
13744,2162,15,30
13752,2374,15,30
13758,2147,25,22
13760,2528,10,30
13762,2213,15,30
13772,2125,15,30
13773,2312,15,30
13774,2273,15,30
13779,2291,15,30
13788,2264,15,30
13790,2109,15,30
13796,2431,10,30
13800,2176,25,22
13802,2248,15,30
13804,2359,15,30
13808,2368,25,10
13812,2066,25,20
13820,2176,25,18
13822,2189,15,30
13828,2188,15,30
13830,2193,15,30
13831,2522,10,30
13832,2270,15,30
13837,2230,15,30
13847,2341,10,30
13848,2116,15,30
13857,2237,15,30
13859,2332,15,30
13871,2336,15,30
13872,2204,15,30
13875,2248,15,30
13877,2050,25,15
13881,2021,25,11
13884,2223,15,30
13887,2306,15,30
13891,2330,15,30
13892,2165,25,25
13893,2083,15,30
13898,2276,15,30
13903,2223,15,30
13907,2081,15,30
13909,2406,10,30
13913,2196,15,30
13916,2562,10,30
13918,2521,10,30
13922,2205,15,30
13929,2094,15,30
13933,2233,25,20
13936,2386,10,30
13939,2138,15,30
13947,2047,25,22
13963,2316,15,30
13964,2278,15,30
13965,2331,10,30
13971,2150,25,21
13973,2085,25,16
13980,2172,15,30
13984,2206,25,10
13987,2356,15,30
13991,2363,15,30
13992,2184,15,30
13993,2197,15,30
14006,2226,15,30
14009,2233,15,30
14015,2142,25,20
14016,2128,25,12
14019,2134,15,30
14026,2255,15,30
14028,2036,15,30
14029,2230,15,30
14035,2468,10,30
14037,2253,25,20
14040,2364,10,30
14041,2060,15,30
14044,2252,15,30
14050,2418,10,30
14051,2293,15,30
14053,2200,15,30
14055,2200,15,30
14059,2247,15,30
14060,2635,10,30
14066,2068,15,30
14067,2206,15,30
14073,2281,15,30
14076,2243,15,30
14086,2178,15,30
14091,2242,15,30
14101,2414,10,30
14102,2070,15,30
14106,2197,15,30
14111,2186,25,29
14118,2260,15,30
14128,2219,15,30
14130,2109,25,20
14131,2237,25,22
14133,2389,10,30
14134,2140,15,30
14144,2343,15,30
14158,2196,15,30
14159,2150,15,30
14164,2288,15,30
14169,2162,25,17
14176,2268,15,30
14178,2343,10,30
14180,2128,25,19
14189,2175,15,30
14194,2244,15,30
14198,2223,15,30
14199,2367,10,30
14200,2297,25,20
14204,2277,15,30
14210,2184,15,30
14213,2319,10,30
14214,2189,15,30
14220,2329,15,30
14224,2503,10,30
14232,2187,25,19
14233,2135,15,30
14234,2230,25,20
14235,2309,15,30
14238,2069,25,12
14239,2656,10,30
14244,2274,15,30
14250,2033,15,30
14251,2204,25,11
14253,2421,10,30
14254,2209,15,30
14259,2194,15,30
14265,2494,10,30
14267,2576,10,30
14268,2094,25,28
14270,2227,15,30
14272,2286,15,30
14276,2263,15,30
14280,2501,10,30
14281,2044,15,30
14284,2237,25,19
14285,2261,15,30
14286,2268,15,30
14289,2296,15,30
14293,2264,15,30
14303,2065,25,9
14307,2275,15,30
14311,2244,15,30
14312,2314,15,30
14315,2158,15,30
14316,2292,15,30
14318,2109,15,30
14325,2541,10,30
14326,2109,15,30
14328,2173,15,30
14330,2337,15,30
14341,2174,25,16
14343,2267,15,30
14355,2120,15,30
14358,2361,15,30
14361,2155,15,30
14363,2516,10,30
14369,2278,15,30
14378,2246,15,30
14392,2353,15,30
14393,2198,15,30
14401,2179,15,30
14403,2287,25,15
14405,2218,15,30
14409,2387,15,30
14415,2100,15,30
14417,2160,15,30
14422,2233,25,14
14433,2218,15,30
14435,2103,15,30
14436,2406,10,30
14438,2130,25,14
14444,2143,15,30
14454,2194,15,30
14455,2230,15,30
14464,2402,10,30
14465,2413,10,30
14475,2145,15,30
14482,2168,15,30
14496,2288,15,30
14497,2275,15,30
14504,2046,25,15
14509,2296,15,30
14511,2452,10,30
14514,2233,15,30
14522,2265,15,30
14524,2205,15,30
14533,2069,25,24
14534,2356,15,30
14540,2073,25,17
14548,2422,10,30
14549,2103,25,17
14551,2239,15,30
14555,2306,25,15
14560,2044,25,14
14561,2211,15,30
14569,2299,15,30
14570,2287,25,23
14571,2070,15,30
14575,2231,15,30
14579,2162,15,30
14589,2236,15,30
14590,2205,25,16
14594,2316,15,30
14602,2178,25,11
14608,2288,15,30
14611,2251,15,30
14616,2242,15,30
14618,2308,25,10
14621,2131,15,30
14623,2202,15,30
14631,2555,10,30
14632,2173,15,30
14633,2266,25,9
14636,2367,10,30
14637,2085,25,11
14647,2297,15,30
14649,2437,10,30
14650,2180,15,30
14651,2170,25,27
14653,2121,15,30
14667,2501,10,30
14673,2065,25,16
14679,2191,15,30
14680,2348,15,30
14683,2218,25,12
14685,2178,15,30
14687,2482,10,30
14690,2089,15,30
14692,2176,15,30
14695,2188,25,28
14696,2120,25,25
14701,2461,10,30
14703,2303,15,30
14707,2221,15,30
14711,2422,10,30
14714,2245,15,30
14715,2245,15,30
14726,2008,15,30
14732,2345,15,30
14738,2344,15,30
14746,2366,10,30
14747,2393,15,30
14748,2338,15,30
14751,2136,15,30
14752,2236,15,30
14762,2444,10,30
14767,2319,15,30
14775,2289,15,30
14776,2168,15,30
14778,2091,25,20
14782,2237,15,30
14793,2230,15,30
14796,2225,15,30
14799,2296,15,30
14803,2380,15,30
14804,2207,25,24
14807,2336,25,12
14810,2115,25,19
14815,2398,10,30
14821,2228,25,22
14823,2216,15,30
14827,2071,15,30
14828,2395,10,30
14830,2211,15,30
14835,2276,15,30
14839,2157,25,15
14840,2021,15,30
14842,2353,25,9
14846,2280,15,30
14848,2202,15,30
14851,2300,25,25
14853,2470,10,30
14859,2408,10,30
14861,2155,15,30
14863,2294,15,30
14864,2164,25,16
14866,2460,10,30
14867,2574,10,30
14869,2349,10,30
14870,2512,10,30
14874,2320,25,19
14875,2124,15,30
14877,2369,10,30
14880,2109,15,30
14882,2028,25,9
14886,2369,25,13
14889,2261,15,30
14895,2024,25,15
14899,2200,15,30
14903,2083,15,30
14907,2260,15,30
14910,2212,15,30
14913,2290,15,30
14916,2231,15,30
14922,2143,15,30
14923,2051,25,13
14924,2338,15,30
14925,2422,10,30
14927,2243,15,30
14929,2186,15,30
14932,2390,10,30
14933,2109,15,30
14934,2162,25,18
14936,2290,15,30
14939,2421,10,30
14947,2197,15,30
14948,2273,15,30
14950,2235,15,30
14952,2186,15,30
14954,2221,15,30
14961,2289,15,30
14962,2284,15,30
14977,2211,15,30
14986,2125,15,30
14988,2453,10,30
14989,2201,25,23
14990,2247,15,30
14991,2147,15,30
14994,2177,15,30
14995,2223,25,13
14996,2237,15,30
14998,2250,15,30
15000,2406,10,30
15002,2096,15,30
15003,2261,15,30
15004,2238,15,30
15006,2243,25,24
15012,2368,15,30
15015,2426,10,30
15018,2557,10,30
15020,2579,10,30
15021,2332,15,30
15026,2272,15,30
15027,2397,10,30
15030,2281,15,30
15032,2288,15,30
15033,2209,15,30
15041,2092,15,30
15043,2082,25,9
15044,2313,15,30
15045,2267,15,30
15046,2212,15,30
15053,2404,15,30
15054,2241,15,30
15063,2270,25,11
15064,2102,15,30
15068,2219,15,30
15073,2377,15,30
15079,2225,25,21
15090,2209,15,30
15091,2117,25,18
15092,2377,10,30
15093,2287,15,30
15094,2077,25,17
15099,2092,25,27
15101,2154,25,21
15102,2086,15,30
15107,2314,25,10
15110,2126,15,30
15111,2351,15,30
15112,2232,15,30
15116,2223,25,13
15117,2025,15,30
15125,2107,15,30
15133,2221,15,30
15134,2148,15,30
15135,2093,15,30
15139,2043,25,26
15140,2182,25,19
15152,2342,15,30
15154,2157,25,18
15157,2480,10,30
15158,2565,10,30
15160,2037,25,22
15162,2117,25,18
15163,2194,25,20
15171,2133,25,20
15173,2263,15,30
15175,2127,15,30
15182,2387,10,30
15184,2100,25,21
15185,2427,10,30
15186,2253,25,13
15188,2386,10,30
15197,2215,15,30
15198,2174,25,22
15201,2149,25,11
15205,2102,15,30
15207,2469,10,30
15209,2387,10,30
15214,2278,15,30
15223,2245,15,30
15227,2147,15,30
15232,2182,15,30
15238,2080,25,22
15239,2045,15,30
15240,2451,10,30
15244,2513,10,30
15250,2192,15,30
15257,2417,10,30
15264,2064,15,30
15269,2336,15,30
15274,2226,25,27
15275,2324,15,30
15277,2188,15,30
15278,2478,10,30
15296,2128,15,30
15297,2232,15,30
15299,2050,25,29
15303,2437,10,30
15305,2265,15,30
15308,2547,10,30
15311,2149,15,30
15317,2151,25,10
15321,2229,15,30
15328,2272,15,30
15330,2271,15,30
15333,2242,15,30
15337,2046,25,13
15339,2361,15,30
15343,2531,10,30
15349,2331,15,30
15350,2368,10,30
15351,2226,15,30
15355,2174,15,30
15356,2430,10,30
15358,2511,10,30
15360,2539,10,30
15369,2330,15,30
15372,2351,15,30
15375,2272,15,30
15376,2314,15,30
15382,2182,15,30
15386,2425,10,30
15395,2338,15,30
15397,2269,15,30
15404,2198,15,30
15407,2162,15,30
15414,2277,15,30
15416,2493,10,30
15424,2506,10,30
15427,2469,10,30
15429,2257,25,27
15434,2284,15,30
15435,2170,15,30
15444,2162,15,30
15445,2060,15,30
15447,2281,25,27
15450,2409,10,30
15457,2190,15,30
15460,2243,25,25
15462,2335,10,30
15463,2278,15,30
15468,2216,15,30
15469,2150,15,30
15474,2091,25,13
15485,2278,15,30
15488,2198,15,30
15494,2105,15,30
15496,2159,25,12
15500,2407,10,30
15502,2279,15,30
15509,2202,25,22
15510,2199,25,28
15511,2288,15,30
15515,2372,10,30
15518,2217,15,30
15520,2288,15,30
15521,2507,10,30
15523,2304,15,30
15525,2237,15,30
15526,2253,15,30
15528,2252,15,30
15530,2142,25,9
15534,2241,15,30
15536,2303,10,30
15539,2301,15,30
15541,2291,10,30
15543,2196,15,30
15551,2402,10,30
15552,2343,15,30
15553,2383,15,30
15556,2276,15,30
15568,2375,15,30
15570,2446,10,30
15574,2317,15,30
15576,2302,10,30
15578,2052,15,30
15581,2231,15,30
15583,2109,25,11
15584,2178,15,30
15590,2473,10,30
15592,2199,15,30
15593,2162,15,30
15594,2164,15,30
15595,2297,15,30
15597,2273,15,30
15598,2048,15,30
15601,2192,15,30
15602,2366,15,30
15608,2262,15,30
15611,2094,15,30
15615,2571,10,30
15617,2422,10,30
15618,2442,10,30
15621,2421,10,30
15626,2327,15,30
15627,2104,15,30
15629,2455,10,30
15632,2125,25,20
15635,2047,25,10
15637,2106,15,30
15638,2394,10,30
15639,2118,25,23
15644,2263,15,30
15645,2135,25,9
15652,2167,15,30
15656,2194,15,30
15658,2332,15,30
15662,2129,25,14
15664,2148,15,30
15666,2221,15,30
15671,2184,15,30
15675,2011,15,30
15677,2106,15,30
15683,2131,25,9
15693,2204,15,30
15701,2174,15,30
15702,2159,15,30
15704,2355,15,30
15705,2250,15,30
15708,2273,15,30
15714,2144,15,30
15715,2285,15,30
15718,2095,15,30
15719,2179,15,30
15721,2268,15,30
15724,2206,15,30
15731,2152,25,9
15735,2186,15,30
15745,2361,15,30
15752,2308,15,30
15754,2042,15,30
15764,2291,15,30
15772,2261,15,30
15775,2201,15,30
15776,2102,15,30
15778,2132,25,17
15784,2243,15,30
15785,2224,25,14
15786,2168,15,30
15791,2341,25,19
15792,2385,15,30
15793,2192,15,30
15800,2365,15,30
15801,2400,25,25
15809,2114,25,9
15812,2197,15,30
15816,2165,15,30
15823,2253,15,30
15833,2152,15,30
15834,2139,15,30
15838,2392,10,30
15842,2331,10,30
15847,2294,15,30
15848,2233,15,30
15874,2109,15,30
15879,2206,15,30
15882,2371,15,30
15896,2386,10,30
15899,2253,15,30
15904,2164,25,26
15910,2414,10,30
15920,2215,15,30
15925,2260,15,30
15932,2290,15,30
15935,2224,15,30
15936,2292,15,30
15939,2199,15,30
15945,2248,15,30
15948,2300,15,30
15950,2191,15,30
15951,2385,10,30
15957,2092,25,21
15959,2235,15,30
15961,2150,15,30
15962,2231,15,30
15963,2187,15,30
15964,2096,25,22
15975,2215,15,30
15980,2214,15,30
15985,2430,10,30
15992,2269,15,30
15995,2308,15,30
15997,2251,15,30
15999,2213,15,30
16003,2193,15,30
16006,2086,15,30
16008,2132,15,30
16012,2185,15,30
16014,2155,25,18
16015,2187,25,28
16019,2121,15,30
16021,2087,15,30
16025,2087,15,30
16032,2208,15,30
16033,2346,15,30
16035,2334,15,30
16036,2165,25,23
16038,2228,15,30
16046,2183,15,30
16050,2213,15,30
16052,2284,25,25
16053,2209,15,30
16056,2515,10,30
16060,2238,15,30
16069,2118,25,14
16070,2138,15,30
16076,2167,15,30
16077,2305,15,30
16082,2270,15,30
16097,2215,15,30
16099,2243,15,30
16101,2235,25,16
16109,2283,15,30
16110,2121,15,30
16111,2114,15,30
16119,2201,25,20
16130,2209,15,30
16134,2169,25,28
16140,2196,15,30
16142,2155,15,30
16145,2249,25,20
16150,2645,10,30
16157,2191,15,30
16160,2085,25,12
16184,2202,15,30
16185,2194,15,30
16186,2142,25,15
16187,2158,25,16
16198,2204,15,30
16199,2196,15,30
16207,2177,15,30
16211,2233,15,30
16220,2266,25,27
16221,2181,25,16
16222,2477,10,30
16233,2158,15,30
16236,2253,15,30
16239,2208,15,30
16240,2202,15,30
16246,2190,25,9
16247,2170,25,15
16249,2159,15,30
16251,2292,15,30
16254,2456,10,30
16262,2106,15,30
16263,2177,15,30
16269,2420,10,30
16277,2157,15,30
16289,2536,10,30
16290,2374,10,30
16291,2236,15,30
16295,2165,15,30
16297,2132,15,30
16309,2058,25,18
16314,2285,15,30
16316,2060,15,30
16319,2065,15,30
16324,2348,15,30
16325,2193,15,30
16326,2149,25,23
16330,2200,25,14
16338,2255,15,30
16342,2163,15,30
16352,2204,25,18
16361,2146,25,27
16374,2374,15,30
16376,2198,15,30
16377,2409,10,30
16382,2300,15,30
16389,2359,15,30
16391,2414,10,30
16392,2543,10,30
16394,2222,15,30
16409,2311,15,30
16415,2041,25,9
16420,2296,15,30
16421,2185,15,30
16429,2008,15,30
16435,2166,15,30
16436,2157,15,30
16437,2175,15,30
16438,2115,15,30
16439,2277,15,30
16440,2077,15,30
16441,2148,25,18
16444,2410,10,30
16448,2127,15,30
16449,2074,15,30
16451,2221,15,30
16453,2221,15,30
16456,2170,15,30
16458,2116,15,30
16460,2241,15,30
16469,2036,15,30
16472,2378,10,30
16473,2169,25,18
16480,2284,15,30
16484,2057,25,21
16485,2210,15,30
16491,2237,25,19
16505,2325,15,30
16514,2146,15,30
16515,2230,25,11
16519,2094,15,30
16522,2364,15,30
16523,2022,25,26
16526,2221,15,30
16528,2054,15,30
16529,2047,25,20
16531,2122,25,13
16533,2055,15,30
16534,2270,15,30
16535,2317,15,30
16538,2334,10,30
16540,2225,15,30
16542,2252,15,30
16544,2151,25,9
16545,2495,10,30
16547,2090,15,30
16551,2050,15,30
16552,2265,15,30
16557,2171,15,30
16560,2048,25,12
16565,2287,15,30
16568,2231,15,30
16570,2473,10,30
16571,2459,10,30
16577,2241,15,30
16580,2303,25,16
16588,2447,10,30
16593,2067,15,30
16595,2348,10,30
16597,2112,15,30
16601,2196,15,30
16604,2195,15,30
16607,2343,10,30
16609,2269,25,22
16611,2136,15,30
16614,2302,15,30
16616,2382,10,30
16619,2143,15,30
16629,2128,15,30
16631,2287,15,30
16635,2125,25,16
16638,2056,25,17
16639,2347,15,30
16640,2105,25,13
16641,2254,15,30
16647,2312,15,30
16656,2128,15,30
16663,2213,15,30
16664,2355,10,30
16666,2298,15,30
16673,2179,15,30
16674,2141,25,19
16689,2093,15,30
16691,2122,15,30
16693,2169,15,30
16696,2097,15,30
16708,2126,15,30
16709,2728,10,30
16710,2133,15,30
16723,2329,10,30
16724,2060,15,30
16726,2338,15,30
16727,2243,15,30
16728,2235,25,26
16729,2181,15,30
16730,2259,15,30
16739,2232,15,30
16743,2289,15,30
16748,2209,15,30
16749,2226,15,30
16753,2389,10,30
16763,2216,25,21
16770,2061,25,12
16774,2055,15,30
16784,2141,15,30
16785,2067,15,30
16795,2257,15,30
16805,2267,15,30
16813,2061,15,30
16816,2178,15,30
16820,2390,10,30
16825,2291,25,24
16830,2165,25,20
16835,2136,25,16
16836,2238,15,30
16843,2312,15,30
16846,2106,15,30
16847,2505,10,30
16848,2214,15,30
16850,2459,10,30
16852,2323,15,30
16856,2078,25,9
16870,2041,15,30
16878,2080,15,30
16883,2025,15,30
16884,2258,15,30
16893,2237,15,30
16895,2275,15,30
16899,2262,15,30
16901,2645,10,30
16902,2036,25,21
16904,2227,15,30
16905,2284,15,30
16913,2228,15,30
16914,2044,15,30
16915,2216,15,30
16918,2135,15,30
16923,2268,15,30
16927,2241,15,30
16928,2204,15,30
16930,2262,15,30
16933,2197,25,14
16934,2213,15,30
16935,2430,10,30
16937,2216,15,30
16938,2200,15,30
16939,2508,10,30
16942,2033,25,18
16943,2348,15,30
16948,2344,15,30
16953,2201,15,30
16954,2190,15,30
16962,2381,15,30
16969,2209,15,30
16971,2092,25,18
16977,2422,10,30
16981,2152,25,19
16983,2158,25,19
16988,2271,15,30
16989,2065,25,23
16990,2175,15,30
16994,2275,15,30
16999,2168,15,30
17000,2145,25,20
17002,2175,15,30
17013,2336,15,30
17015,2167,15,30
17016,2326,10,30
17020,2176,15,30
17036,2470,10,30
17041,2341,10,30
17043,2105,15,30
17044,2184,25,24
17052,2257,15,30
17054,2157,15,30
17062,2151,25,26
17063,2372,10,30
17074,2372,10,30
17082,2198,15,30
17085,2132,15,30
17091,2302,15,30
17101,2283,15,30
17102,2393,10,30
17105,2549,10,30
17110,2184,15,30
17114,2211,15,30
17117,2054,15,30
17119,2242,15,30
17122,2235,15,30
17135,2203,15,30
17139,2038,15,30
17145,2333,15,30
17156,2067,15,30
17167,2347,15,30
17172,2364,10,30
17177,2284,15,30
17180,2174,25,29
17183,2147,15,30
17184,2153,25,18
17192,2059,25,25
17194,2046,25,20
17196,2282,15,30
17200,2218,15,30
17201,2395,10,30
17215,2313,25,11
17218,2355,15,30
17223,2373,15,30
17230,2349,10,30
17231,2420,10,30
17239,2153,15,30
17255,2116,15,30
17256,2253,15,30
17260,2125,25,13
17263,2275,15,30
17268,2246,15,30
17271,2364,15,30
17277,2348,15,30
17280,2351,15,30
17288,2253,25,26
17290,2238,15,30
17292,2297,15,30
17294,2012,15,30
17298,2259,15,30
17302,2185,25,24
17307,2032,15,30
17308,2252,15,30
17317,2046,15,30
17320,2449,10,30
17323,2479,10,30
17346,2254,15,30
17349,2260,15,30
17351,2205,15,30
17359,2273,25,14
17360,2345,15,30
17362,2131,25,20
17364,2121,25,22
17366,2269,25,13
17367,2183,15,30
17369,2257,15,30
17374,2138,15,30
17375,2345,15,30
17384,2559,10,30
17386,2491,10,30
17387,2251,15,30
17400,2304,10,30
17407,2230,15,30
17417,2440,10,30
17418,2028,15,30
17422,2160,25,14
17424,2541,10,30
17425,2267,15,30
17427,2193,15,30
17428,2379,25,25
17429,2245,15,30
17431,2270,15,30
17442,2110,15,30
17458,2138,25,9
17459,2149,15,30
17465,2031,25,23
17468,2142,25,22
17477,2354,10,30
17479,2200,15,30
17480,2155,25,19
17482,2347,15,30
17484,2191,15,30
17488,2227,25,15
17492,2360,15,30
17493,2286,15,30
17505,2368,10,30
17509,2421,10,30
17520,2640,10,30
17525,2409,10,30
17530,2197,15,30
17540,2260,15,30
17552,2200,25,26
17556,2201,15,30
17562,2151,25,15
17565,2540,10,30
17568,2158,15,30
17573,2175,15,30
17577,2073,15,30
17579,2199,15,30
17581,2284,15,30
17586,2170,15,30
17588,2181,25,18
17590,2262,15,30
17591,2457,10,30
17600,2291,15,30
17601,2108,15,30
17604,2256,25,18
17606,2300,15,30
17610,2332,15,30
17612,2205,15,30
17617,2225,15,30
17621,2173,25,10
17623,2078,15,30
17624,2202,15,30
17634,2254,15,30
17637,2261,15,30
17638,2204,15,30
17641,2309,15,30
17642,2167,15,30
17649,2137,25,27
17650,2225,15,30
17653,2036,15,30
17654,2101,15,30
17655,2142,15,30
17657,2193,25,19
17658,2522,10,30
17661,2416,10,30
17664,2263,15,30
17670,2154,15,30
17677,2310,15,30
17678,2356,10,30
17679,2263,25,14
17681,2444,10,30
17683,2226,25,12
17685,2291,15,30
17686,2370,15,30
17687,2286,15,30
17688,2057,15,30
17691,2365,10,30
17693,2116,15,30
17697,2259,15,30
17703,2219,15,30
17707,2218,15,30
17710,2263,15,30
17711,2123,25,17
17713,2253,15,30
17719,2196,15,30
17721,2178,15,30
17724,2381,10,30
17726,2495,10,30
17727,2243,15,30
17728,2244,15,30
17729,2127,15,30
17732,2186,15,30
17733,2220,15,30
17734,2203,15,30
17736,2194,25,16
17738,2291,15,30
17739,2318,25,23
17741,2267,15,30
17742,2366,10,30
17750,2362,15,30
17758,2430,10,30
17759,2209,25,13
17764,2176,25,17
17768,2277,15,30
17770,2245,15,30
17776,2080,15,30
17779,2125,25,25
17784,2410,10,30
